
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_1_fc_split1_bs128_wi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.767988
Expriment finished at 2017-04-03 16:18:14.692116 
Per class accuracy
Class 55: ... 0.43
Class 56: ... 0.97
Class 57: ... 0.42
Class 58: ... 0.59
Class 59: ... 0.63
Class 60: ... 0.71
Class 61: ... 0.73
Class 62: ... 0.65
Class 63: ... 0.89
Class 64: ... 0.70
Class 65: ... 0.74
Class 66: ... 0.71
Class 67: ... 0.85
Class 68: ... 0.80
Class 69: ... 0.75
Class 70: ... 0.87
Class 71: ... 0.60
Class 72: ... 0.89
Class 73: ... 0.93
Class 74: ... 0.82
Class 75: ... 0.78
Class 76: ... 0.84
Class 77: ... 0.26
Class 78: ... 0.17
Class 79: ... 0.88
Class 80: ... 0.78
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 0.94
Class 87: ... 0.97
Class 88: ... 0.81
Class 89: ... 0.90
Class 90: ... 0.79
Class 91: ... 1.00
Class 92: ... 0.82
Class 93: ... 0.97
Class 94: ... 0.65
Class 95: ... 0.96
Class 96: ... 0.94
Class 97: ... 0.92
Class 98: ... 0.54
Class 99: ... 0.93
Class 100: ... 0.36

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len48_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.770843
Expriment finished at 2017-08-20 12:59:18.184091 
Per class accuracy
Class 0: ... 0.73
Class 1: ... 0.85
Class 2: ... 0.69
Class 3: ... 0.78
Class 4: ... 0.86
Class 5: ... 0.95
Class 6: ... 0.85
Class 7: ... 0.57
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.47
Class 13: ... 0.79
Class 14: ... 0.65
Class 15: ... 0.94
Class 16: ... 0.68
Class 17: ... 0.94
Class 18: ... 0.93
Class 19: ... 0.25
Class 20: ... 0.84
Class 21: ... 0.96
Class 22: ... 0.54
Class 23: ... 0.10
Class 24: ... 0.89
Class 25: ... 0.96
Class 26: ... 0.92
Class 27: ... 0.99
Class 28: ... 0.93
Class 29: ... 0.87
Class 30: ... 0.96
Class 31: ... 0.66
Class 32: ... 0.76
Class 33: ... 0.59
Class 34: ... 0.32
Class 35: ... 0.71
Class 36: ... 0.76
Class 37: ... 0.14
Class 38: ... 0.78
Class 39: ... 0.50
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.96
Class 43: ... 0.98
Class 44: ... 0.67
Class 45: ... 0.89
Class 46: ... 0.84
Class 47: ... 0.50
Class 48: ... 0.84
Class 49: ... 0.83
Class 50: ... 0.71
Class 51: ... 0.51
Class 52: ... 0.68
Class 53: ... 0.79
Class 54: ... 0.77
Class 55: ... 0.43
Class 56: ... 0.98
Class 57: ... 0.39
Class 58: ... 0.59
Class 59: ... 0.68
Class 60: ... 0.69
Class 61: ... 0.72
Class 62: ... 0.71
Class 63: ... 0.93
Class 64: ... 0.75
Class 65: ... 0.85
Class 66: ... 0.83
Class 67: ... 0.79
Class 68: ... 0.80
Class 69: ... 0.73
Class 70: ... 0.93
Class 71: ... 0.75
Class 72: ... 0.83
Class 73: ... 0.92
Class 74: ... 0.78
Class 75: ... 0.81
Class 76: ... 0.77
Class 77: ... 0.31
Class 78: ... 0.37
Class 79: ... 0.92
Class 80: ... 0.75
Class 81: ... 0.93
Class 82: ... 0.97
Class 83: ... 0.83
Class 84: ... 1.00
Class 85: ... 0.88
Class 86: ... 0.97
Class 87: ... 0.92
Class 88: ... 0.87
Class 89: ... 0.89
Class 90: ... 0.84
Class 91: ... 0.98
Class 92: ... 0.82
Class 93: ... 0.97
Class 94: ... 0.90
Class 95: ... 0.91
Class 96: ... 0.97
Class 97: ... 0.83
Class 98: ... 0.33
Class 99: ... 0.92
Class 100: ... 0.45

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len48_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.789321
Expriment finished at 2017-08-20 12:59:20.964291 
Per class accuracy
Class 0: ... 0.75
Class 1: ... 0.88
Class 2: ... 0.76
Class 3: ... 0.80
Class 4: ... 0.87
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.47
Class 13: ... 0.82
Class 14: ... 0.63
Class 15: ... 0.95
Class 16: ... 0.71
Class 17: ... 0.95
Class 18: ... 0.96
Class 19: ... 0.22
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.56
Class 23: ... 0.12
Class 24: ... 0.91
Class 25: ... 0.96
Class 26: ... 0.98
Class 27: ... 1.00
Class 28: ... 0.93
Class 29: ... 0.86
Class 30: ... 0.97
Class 31: ... 0.65
Class 32: ... 0.82
Class 33: ... 0.61
Class 34: ... 0.30
Class 35: ... 0.73
Class 36: ... 0.71
Class 37: ... 0.15
Class 38: ... 0.80
Class 39: ... 0.46
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.97
Class 43: ... 0.98
Class 44: ... 0.77
Class 45: ... 0.90
Class 46: ... 0.84
Class 47: ... 0.50
Class 48: ... 0.92
Class 49: ... 0.85
Class 50: ... 0.74
Class 51: ... 0.54
Class 52: ... 0.67
Class 53: ... 0.80
Class 54: ... 0.79
Class 55: ... 0.51
Class 56: ... 0.97
Class 57: ... 0.42
Class 58: ... 0.59
Class 59: ... 0.68
Class 60: ... 0.73
Class 61: ... 0.71
Class 62: ... 0.70
Class 63: ... 0.93
Class 64: ... 0.77
Class 65: ... 0.90
Class 66: ... 0.82
Class 67: ... 0.88
Class 68: ... 0.80
Class 69: ... 0.71
Class 70: ... 0.87
Class 71: ... 0.77
Class 72: ... 0.82
Class 73: ... 0.93
Class 74: ... 0.82
Class 75: ... 0.86
Class 76: ... 0.79
Class 77: ... 0.33
Class 78: ... 0.37
Class 79: ... 0.94
Class 80: ... 0.80
Class 81: ... 0.93
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.94
Class 86: ... 0.97
Class 87: ... 0.94
Class 88: ... 0.93
Class 89: ... 0.90
Class 90: ... 0.89
Class 91: ... 1.00
Class 92: ... 0.84
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.93
Class 96: ... 0.97
Class 97: ... 0.83
Class 98: ... 0.34
Class 99: ... 0.93
Class 100: ... 0.47
