
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_model2_iter_20000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.680677
Expriment finished at 2016-10-31 15:52:09.923041 
Per class accuracy
Compute clip accuracy of UCF101 3 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split3_bs126_fi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 3 of UCF101 is 0.740128
Expriment finished at 2017-03-08 12:47:08.769545 
Per class accuracy
Class 0: ... 0.69
Class 1: ... 0.61
Class 2: ... 0.46
Class 3: ... 0.59
Class 4: ... 0.56
Class 5: ... 0.67
Class 6: ... 0.67
Class 7: ... 0.53
Class 8: ... 0.96
Class 9: ... 0.88
Class 10: ... 0.83
Class 11: ... 0.94
Class 12: ... 0.59
Class 13: ... 0.68
Class 14: ... 0.96
Class 15: ... 0.82
Class 16: ... 0.94
Class 17: ... 0.90
Class 18: ... 0.66
Class 19: ... 0.71
Class 20: ... 0.82
Class 21: ... 0.81
Class 22: ... 0.63
Class 23: ... 0.85
Class 24: ... 0.67
Class 25: ... 0.88
Class 26: ... 0.62
Class 27: ... 0.79
Class 28: ... 0.66
Class 29: ... 0.75
Class 30: ... 0.75
Class 31: ... 0.85
Class 32: ... 0.66
Class 33: ... 0.36
Class 34: ... 0.57
Class 35: ... 0.88
Class 36: ... 0.81
Class 37: ... 0.55
Class 38: ... 0.73
Class 39: ... 0.75
Class 40: ... 0.93
Class 41: ... 0.97
Class 42: ... 0.92
Class 43: ... 0.85
Class 44: ... 0.70
Class 45: ... 0.89
Class 46: ... 0.96
Class 47: ... 0.92
Class 48: ... 0.71
Class 49: ... 0.84
Class 50: ... 0.83
Class 51: ... 0.40
Class 52: ... 0.81
Class 53: ... 0.59
Class 54: ... 0.50
Class 55: ... 0.56
Class 56: ... 0.81
Class 57: ... 0.34
Class 58: ... 0.89
Class 59: ... 0.48
Class 60: ... 0.96
Class 61: ... 0.49
Class 62: ... 0.77
Class 63: ... 0.68
Class 64: ... 0.72
Class 65: ... 0.80
Class 66: ... 0.55
Class 67: ... 0.84
Class 68: ... 0.97
Class 69: ... 0.82
Class 70: ... 0.94
Class 71: ... 0.51
Class 72: ... 0.80
Class 73: ... 0.77
Class 74: ... 0.54
Class 75: ... 0.63
Class 76: ... 0.92
Class 77: ... 0.57
Class 78: ... 0.45
Class 79: ... 0.87
Class 80: ... 0.65
Class 81: ... 0.75
Class 82: ... 0.66
Class 83: ... 0.78
Class 84: ... 0.73
Class 85: ... 0.69
Class 86: ... 0.86
Class 87: ... 0.75
Class 88: ... 0.92
Class 89: ... 0.81
Class 90: ... 0.48
Class 91: ... 0.70
Class 92: ... 0.81
Class 93: ... 0.94
Class 94: ... 0.81
Class 95: ... 0.85
Class 96: ... 0.81
Class 97: ... 0.82
Class 98: ... 0.86
Class 99: ... 0.79
Class 100: ... 0.43

--------------------------------------------------
Compute video accuracy of UCF101 split 3 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split3_bs126_fi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 3 of UCF101 is 0.870400
Expriment finished at 2017-03-08 12:47:11.718377 
Per class accuracy
Class 0: ... 0.73
Class 1: ... 0.73
Class 2: ... 0.76
Class 3: ... 0.79
Class 4: ... 0.74
Class 5: ... 0.67
Class 6: ... 0.88
Class 7: ... 0.67
Class 8: ... 0.97
Class 9: ... 0.93
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.82
Class 13: ... 0.86
Class 14: ... 1.00
Class 15: ... 1.00
Class 16: ... 1.00
Class 17: ... 0.92
Class 18: ... 0.86
Class 19: ... 0.94
Class 20: ... 0.93
Class 21: ... 0.97
Class 22: ... 0.74
Class 23: ... 0.98
Class 24: ... 0.79
Class 25: ... 1.00
Class 26: ... 0.75
Class 27: ... 0.86
Class 28: ... 0.80
Class 29: ... 1.00
Class 30: ... 0.89
Class 31: ... 1.00
Class 32: ... 0.90
Class 33: ... 0.54
Class 34: ... 0.64
Class 35: ... 0.97
Class 36: ... 0.93
Class 37: ... 0.84
Class 38: ... 0.80
Class 39: ... 1.00
Class 40: ... 0.97
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.88
Class 45: ... 1.00
Class 46: ... 1.00
Class 47: ... 1.00
Class 48: ... 0.83
Class 49: ... 0.94
Class 50: ... 0.94
Class 51: ... 0.52
Class 52: ... 0.81
Class 53: ... 0.61
Class 54: ... 0.62
Class 55: ... 0.89
Class 56: ... 0.96
Class 57: ... 0.55
Class 58: ... 1.00
Class 59: ... 0.53
Class 60: ... 0.98
Class 61: ... 0.67
Class 62: ... 0.85
Class 63: ... 0.85
Class 64: ... 0.80
Class 65: ... 1.00
Class 66: ... 0.71
Class 67: ... 1.00
Class 68: ... 1.00
Class 69: ... 1.00
Class 70: ... 1.00
Class 71: ... 0.54
Class 72: ... 0.94
Class 73: ... 0.97
Class 74: ... 0.77
Class 75: ... 0.65
Class 76: ... 1.00
Class 77: ... 0.79
Class 78: ... 0.71
Class 79: ... 0.97
Class 80: ... 0.82
Class 81: ... 0.93
Class 82: ... 0.79
Class 83: ... 0.93
Class 84: ... 0.77
Class 85: ... 1.00
Class 86: ... 0.97
Class 87: ... 0.79
Class 88: ... 1.00
Class 89: ... 0.93
Class 90: ... 0.71
Class 91: ... 0.96
Class 92: ... 0.92
Class 93: ... 1.00
Class 94: ... 1.00
Class 95: ... 1.00
Class 96: ... 1.00
Class 97: ... 0.94
Class 98: ... 1.00
Class 99: ... 0.90
Class 100: ... 0.61
